Kanji	Hanzi	Syllabe	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
応	应	ou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	yīng	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0267.T2.ch.snt
受	受	u	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	shòu	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0015.T2.ch.snt
準	准	jun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	zhǔn	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0549.T2.ch.snt
一	一	ichi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	yī	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0969.T2.ch.snt
級	级	kyuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	jí	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0732.T2.ch.snt
持	持	mo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0230.T2.jp.snt	chí	affriquee	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0688.T2.ch.snt
四	四	yon	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3769.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0818.T2.ch.snt
人	人	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3769.T2.jp.snt	rén	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1141.T2.ch.snt
今	今	ima	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3769.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0895.T2.ch.snt
四	四	yon	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3769.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0426.T2.ch.snt
人	人	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3769.T2.jp.snt	rén	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0688.T2.ch.snt
当	当	tou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1778.T2.jp.snt	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0515.T2.ch.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1778.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0830.T2.ch.snt
好	好	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1778.T2.jp.snt	hǎo	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0856.T2.ch.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2225.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0842.T2.ch.snt
平	平	hei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2225.T2.jp.snt	píng	occlusive	aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0750.T2.ch.snt
和	和	wa	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2225.T2.jp.snt	hé	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0490.T2.ch.snt
試	试	shi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2258.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0804.T2.ch.snt
合	合	a	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2258.T2.jp.snt	hé	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0803.T2.ch.snt
試	试	shi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2258.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0435.T2.ch.snt
合	合	a	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2258.T2.jp.snt	hé	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0268.T2.ch.snt
都	都	to	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1560.T2.jp.snt	dōu	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0330.T2.ch.snt
会	会	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1560.T2.jp.snt	huì	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0771.T2.ch.snt
違	违	chiga	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1560.T2.jp.snt	wéi	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0268.T2.ch.snt
相	相	sou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0014.T2.jp.snt	xiāng	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0520.T2.ch.snt
談	谈	dan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0014.T2.jp.snt	tán	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0033.T2.ch.snt
普	普	fu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2901.T2.jp.snt	pǔ	occlusive	aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0325.T2.ch.snt
通	通	tsuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2901.T2.jp.snt	tōng	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0948.T2.ch.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2901.T2.jp.snt	mǎi	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0457.T2.ch.snt
高	高	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	gāo	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1196.T2.ch.snt
校	校	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	xiào	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0814.T2.ch.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0668.T2.ch.snt
体	体	tai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	tǐ	occlusive	aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0569.T2.ch.snt
育	育	iku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	yù	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0807.T2.ch.snt
好	好	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2579.T2.jp.snt	hǎo	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0672.T2.ch.snt
自	自	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0881.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0108.T2.ch.snt
由	由	yuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0881.T2.jp.snt	yóu	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0920.T2.ch.snt
使	使	tsuka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0881.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0573.T2.ch.snt
過	过	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	guò	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0570.T2.ch.snt
去	去	ko	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	qù	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0981.T2.ch.snt
聞	闻	ki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	wén	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1280.T2.ch.snt
事	事	koto	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0686.T2.ch.snt
雑	杂	za	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	zá	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0740.T2.ch.snt
作	作	tsuku	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2032.T2.jp.snt	zuò	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0491.T2.ch.snt
科	科	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0641.T2.jp.snt	kē	occlusive	aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0155.T2.ch.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0641.T2.jp.snt	xué	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0984.T2.ch.snt
系	系	kei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0641.T2.jp.snt	xì	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0965.T2.ch.snt
自	自	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0922.T2.ch.snt
分	分	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1280.T2.ch.snt
会	会	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	huì	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1034.T2.ch.snt
社	社	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	shè	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1275.T2.ch.snt
関	关	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	guān	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0160.T2.ch.snt
係	系	kei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	xì	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0767.T2.ch.snt
説	说	setsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	shuō	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0450.T2.ch.snt
明	明	mei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	míng	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0788.T2.ch.snt
入	入	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	rù	fricative	sonore	retroflexe	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0771.T2.ch.snt
会	会	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	huì	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1036.T2.ch.snt
社	社	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	shè	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1275.T2.ch.snt
会	会	gai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	huì	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0596.T2.ch.snt
社	社	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0970.T2.jp.snt	shè	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0671.T2.ch.snt
楽	乐	ga	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0305.T2.jp.snt	lè	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0582.T2.ch.snt
器	器	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0305.T2.jp.snt	qì	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1218.T2.ch.snt
確	确	tashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0305.T2.jp.snt	què	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1218.T2.ch.snt
羊	羊	hitsuji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2047.T2.jp.snt	yáng	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1059.T2.ch.snt
東	东	tou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	dōng	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0868.T2.ch.snt
京	京	kyou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	jīng	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0406.T2.ch.snt
理	理	ri	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0488.T2.ch.snt
科	科	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	kē	occlusive	aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1217.T2.ch.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1196.T2.ch.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1868.T2.jp.snt	xué	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0108.T2.ch.snt
妹	妹	imouto	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2408.T2.jp.snt	mèi	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0969.T2.ch.snt
辛	辛	tsura	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0724.T2.jp.snt	xīn	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1150.T2.ch.snt
好	好	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0724.T2.jp.snt	hǎo	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0118.T2.ch.snt
家	家	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4125.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0398.T2.ch.snt
族	族	zoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4125.T2.jp.snt	zú	affriquee	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0955.T2.ch.snt
過	过	su	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4125.T2.jp.snt	guò	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0853.T2.ch.snt
冬	冬	fuyu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4125.T2.jp.snt	dōng	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0566.T2.ch.snt
休	休	yasu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4125.T2.jp.snt	xiū	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0021.T2.ch.snt
新	新	shin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0943.T2.jp.snt	xīn	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0234.T2.ch.snt
聞	闻	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0943.T2.jp.snt	wén	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1217.T2.ch.snt
見	见	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0943.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0837.T2.ch.snt
八	八	hachi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3141.T2.jp.snt	bā	occlusive	non_aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0642.T2.ch.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3141.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0324.T2.ch.snt
基	基	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	jī	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0370.T2.ch.snt
本	本	hon	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0773.T2.ch.snt
的	的	teki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	de	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1130.T2.ch.snt
連	联	ren	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	lián	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0965.T2.ch.snt
絡	络	raku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	luò	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1072.T2.ch.snt
取	取	to	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2299.T2.jp.snt	qǔ	affriquee	aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0339.T2.ch.snt
段	段	dan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1221.T2.jp.snt	duàn	occlusive	non_aspiree	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0822.T2.ch.snt
感	感	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2389.T2.jp.snt	gǎn	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0610.T2.ch.snt
留	留	ryuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1030.T2.jp.snt	liú	laterale	_	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1205.T2.ch.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1030.T2.jp.snt	xué	fricative	sourde	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0336.T2.ch.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1030.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0113.T2.ch.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1030.T2.jp.snt	yán	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0753.T2.ch.snt
家	家	ie	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0317.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_1106.T2.ch.snt
髪	发	kami	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0317.T2.jp.snt	fā	fricative	sourde	labio-dentale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0334.T2.ch.snt
毛	毛	ke	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0317.T2.jp.snt	máo	nasale	_	bilabiale	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0585.T2.ch.snt
乾	干	inui	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0317.T2.jp.snt	gàn	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0740.T2.ch.snt
歌	歌	uta	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0317.T2.jp.snt	gē	occlusive	non_aspiree	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0211.T2.ch.snt
一	一	i	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4035.T2.jp.snt	yī	semi_voyelle	_	_	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0965.T2.ch.snt
回	回	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4035.T2.jp.snt	huí	fricative	sourde	velaire	../MSLT_Corpus/Data/MSLT_Test_ZH_20170914/MSLT_Test_CH_0465.T2.ch.snt
